Product Name,Product ID,Prod ID Code,Category Level 2,Price,Product Description,Store IDs
"Art Emporio 'Che Guevara Revolution B' Poster (Art Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID014
"Art Emporio 'Lady with fan by Klimt' Poster (Poster Paper, 63.5 cm x 63.5 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Painting;Package Contents: 1 Poster;Item Size: 63.5 cm x 63.5 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID015
"Art Emporio 'Superman Illustration Art' Poster (Canvas Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2499.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID016
"Art Emporio 'Steve Jobs - I Think B/W' Poster (Poster Paper, 45.72 cm x 30.48 cm)",Art Emporio,,ID,299.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID022
"Art Emporio 'M - B/W (1931)' Poster (Poster Paper, 91.44 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID009
"Art Emporio 'Abraham Lincoln- Stand Firm' Poster (Poster Paper, 60.96 cm x 40.64 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID010
"Art Emporio 'The Raven (1935)' Poster (Poster Paper, 60.96 cm x 40.64 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID011
"Art Emporio 'Quay with Men Unloading Sand Barges by Van Gogh' Poster (Poster Paper, 55.88 cm x 45.72 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Painting;Package Contents: 1 Poster;Item Size: 55.88 cm x 45.72 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID012
"Art Emporio 'The Great Dictator -PA (1940)' Poster (Canvas Print, 55.88 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 55.88 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID013
"Art Emporio 'Woman in the Garden by Monet' Poster (Canvas Print, 38.1 cm x 30.48 cm)",Art Emporio,,ID,649.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Painting;Package Contents: 1 Poster;Item Size: 38.1 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID014
"Art Emporio 'Half Dome in Yosemite by Bierstadt' Poster (Canvas Print, 68.58 cm x 45.72 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Painting;Package Contents: 1 Poster;Item Size: 68.58 cm x 45.72 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID015
"Art Emporio 'Frankenstein -Lab (1931)' Poster (Art Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID016
"Art Emporio 'Enrique Iglesias' Poster (Poster Paper, 91.44 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Music;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID022
"Art Emporio 'Anthony Adverse (1936)' Poster (Art Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID023
"Art Emporio 'Love - Pink Square' Poster (Art Print, 30.48 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Motivation;Package Contents: 1 Poster;Item Size: 30.48 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID024
"Art Emporio 'Here Comes Mr. Jordan -A (1941)' Poster (Canvas Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID008
"Art Emporio 'Green Lantern Superhero Profile' Poster (Poster Paper, 91.44 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID009
"Art Emporio 'Maria Sharapova' Poster (Poster Paper, 45.72 cm x 30.48 cm)",Art Emporio,,ID,299.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Sports;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID010
"Art Emporio 'The Little Foxes (1941)' Poster (Poster Paper, 91.44 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID011
"Art Emporio 'Citizen Kane -Red Carpet (1941)' Poster (Canvas Print, 38.1 cm x 30.48 cm)",Art Emporio,,ID,649.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 38.1 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID012
"Art Emporio 'Clothing Optional' Poster (Art Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Humor;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID013
"Art Emporio 'The Kid (1921)' Poster (Canvas Print, 58.42 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 58.42 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID014
"Art Emporio 'Dance like no one is watching' Poster (Art Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Motivate;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID015
"Art Emporio 'Queen Christina (1933)' Poster (Canvas Print, 50.8 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 50.8 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID016
"Art Emporio 'Would you Kindly?' Poster (Poster Paper, 91.44 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Games;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID022
"Art Emporio 'City Names' Poster (Canvas Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Humor;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID009
"Art Emporio 'Quay with Men Unloading Sand Barges by Van Gogh' Poster (Art Print, 73.66 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Painting;Package Contents: 1 Poster;Item Size: 73.66 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID010
"Art Emporio 'The Dark Knight - Why So Serious?' Poster (Art Print, 33.02 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 33.02 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID011
"Art Emporio 'All About Eve (1950)' Poster (Poster Paper, 60.96 cm x 40.64 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID012
"Art Emporio 'Danger: Arrows' Poster (Poster Paper, 60.96 cm x 40.64 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Games;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID013
"Art Emporio 'Metropolis (1927)' Poster (Art Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID014
"Art Emporio 'The Greatest Show on Earth B (1952)' Poster (Art Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID015
"Art Emporio 'Rabindranath Tagore' Poster (Art Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID016
"Art Emporio 'Joan of Arc Landscape (1948)' Poster (Poster Paper, 40.64 cm x 40.64 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Landscape , Subject: Movies;Package Contents: 1 Poster;Item Size:40.64 cm  x  40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID022
"Art Emporio 'The Dawn Patrol (1930)' Poster (Canvas Print, 43.18 cm x 27.94 cm)",Art Emporio,,ID,649.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 43.18 cm x 27.94 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID023
"Art Emporio 'Jim Morrison- Pink Iconic' Poster (Poster Paper, 40.64 cm x 60.96 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Music;Package Contents: 1 Poster;Item Size: 40.64 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID024
"Art Emporio 'Gone with the Wind -Dance (1939)' Poster (Canvas Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID008
"Art Emporio 'Smile its contagious' Poster (Poster Paper, 45.72 cm x 30.48 cm)",Art Emporio,,ID,299.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Motivational;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID009
"Art Emporio 'The African Queen Finish (1951)' Poster (Art Print, 43.18 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 43.18 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID010
"Art Emporio 'Princess is in another castle' Poster (Poster Paper, 60.96 cm x 40.64 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Games;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID011
"Art Emporio 'Seven Chances B (1925)' Poster (Canvas Print, 86.36 cm x 60.96 cm)",Art Emporio,,ID,2499.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 86.36 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID012
"Art Emporio 'Bicycle Thieves Italain (1948)' Poster (Poster Paper, 83.82 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 83.82 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID013
"Art Emporio 'The Heiress (1949)' Poster (Canvas Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,649.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID014
"Art Emporio 'Steamboat Bill, Jr. (1928)' Poster (Art Print, 38.1 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 38.1 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID015
"Art Emporio 'Turn me On.' Poster (Poster Paper, 30.48 cm x 45.72 cm)",Art Emporio,,ID,299.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Games;Package Contents: 1 Poster;Item Size: 30.48 cm x 45.72 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID016
"Art Emporio 'Each Day Prayer' Poster (Art Print, 40.64 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Motivational;Package Contents: 1 Poster;Item Size: 40.64 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID022
"Art Emporio 'Virat Kohli Star' Poster (Poster Paper, 91.44 cm x 45.72 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Sports;Package Contents: 1 Poster;Item Size: 91.44 cm x 45.72 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID009
"Art Emporio 'Messi' Poster (Art Print, 40.64 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Sports;Package Contents: 1 Poster;Item Size: 40.64 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID010
"Art Emporio 'The Gay Divorcee Danish (1934)' Poster (Canvas Print, 55.88 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 55.88 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID011
"Art Emporio 'Pygmalion -Line Drawing (1938)' Poster (Canvas Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,649.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID012
"Art Emporio 'All the King's Men (1949)' Poster (Art Print, 50.8 cm x 40.64 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 50.8 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID013
